 00Z 09 Nov 2017   0.00  7.81
 12Z 09 Nov 2017   0.00  9.40
 00Z 10 Nov 2017   0.00  7.23
 12Z 10 Nov 2017   0.00  9.37
 12Z 11 Nov 2017   0.00  14.44
 00Z 12 Nov 2017   0.00  17.49
 12Z 12 Nov 2017   0.00  15.13
 00Z 13 Nov 2017   0.00  7.28
 12Z 13 Nov 2017   0.00  8.49
 00Z 14 Nov 2017   0.00  15.93
 12Z 14 Nov 2017   0.00  14.36
 00Z 15 Nov 2017   0.00  17.71
 12Z 15 Nov 2017   0.00  10.00
 00Z 16 Nov 2017   0.00  4.84
 12Z 16 Nov 2017   0.00  10.01
 00Z 17 Nov 2017   0.00  13.48
 12Z 17 Nov 2017   0.00  16.79
 00Z 18 Nov 2017   0.00  21.19
 12Z 18 Nov 2017   0.00  14.01
 00Z 19 Nov 2017   0.00  6.59
 12Z 19 Nov 2017   0.00  5.33
 00Z 20 Nov 2017   0.00  7.23
 12Z 20 Nov 2017   0.00  4.84
 00Z 21 Nov 2017   0.00  8.01
 12Z 21 Nov 2017   0.00  14.00
 00Z 22 Nov 2017   0.00  3.83
 12Z 22 Nov 2017   0.00  2.72
 00Z 23 Nov 2017   0.00  16.58
 12Z 23 Nov 2017   0.00  12.28
 00Z 24 Nov 2017   0.00  15.60
 12Z 24 Nov 2017   0.00  13.81
 00Z 25 Nov 2017   0.00  10.53
 12Z 25 Nov 2017   0.00  6.62
 00Z 26 Nov 2017   0.00  9.73
 12Z 26 Nov 2017   0.00  12.41
 00Z 27 Nov 2017   0.00  10.95
 12Z 27 Nov 2017   0.00  14.43
 00Z 28 Nov 2017   0.00  10.85
 12Z 28 Nov 2017   0.00  12.46
 00Z 29 Nov 2017   0.00  5.81
 12Z 29 Nov 2017   0.00  3.23
 00Z 30 Nov 2017   0.00  11.00
 12Z 30 Nov 2017   0.00  4.49
 00Z 01 Dec 2017   0.00  5.42
 12Z 01 Dec 2017   0.00  6.60
 00Z 02 Dec 2017   0.00  10.62
 12Z 02 Dec 2017   0.00  5.36
 00Z 03 Dec 2017   0.00  7.52
 12Z 03 Dec 2017   0.00  10.48
 00Z 04 Dec 2017   0.00  15.13
 12Z 04 Dec 2017   353.46  19.96
 00Z 05 Dec 2017   0.00  8.16
 12Z 05 Dec 2017   0.00  3.82
 00Z 06 Dec 2017   0.00  7.03
 12Z 06 Dec 2017   0.00  6.74
 00Z 07 Dec 2017   0.00  3.40
 00Z 08 Dec 2017   0.00  3.16
 12Z 08 Dec 2017   0.00  9.73
 00Z 09 Dec 2017   0.00  8.61
 12Z 09 Dec 2017   0.00  5.81
 00Z 10 Dec 2017   0.00  6.67
 12Z 10 Dec 2017   0.00  8.92
 00Z 11 Dec 2017   0.00  13.13
 12Z 11 Dec 2017   0.00  6.92
 00Z 12 Dec 2017   3.91  5.94
 12Z 12 Dec 2017   0.00  4.36
 00Z 13 Dec 2017   0.00  11.37
 12Z 13 Dec 2017   0.00  10.97
 00Z 14 Dec 2017   0.00  7.65
 12Z 14 Dec 2017   0.00  8.42
 00Z 15 Dec 2017   0.00  9.49
 12Z 15 Dec 2017   0.00  7.27
 00Z 16 Dec 2017   0.00  10.16
 12Z 16 Dec 2017   0.00  7.80
 00Z 17 Dec 2017   0.00  9.10
 12Z 17 Dec 2017   0.00  9.67
 00Z 18 Dec 2017   0.00  12.00
 12Z 18 Dec 2017   0.00  9.33
 00Z 19 Dec 2017   0.00  10.44
 12Z 19 Dec 2017   0.00  12.71
 00Z 20 Dec 2017   0.00  9.41
 12Z 20 Dec 2017   0.00  10.57
 00Z 21 Dec 2017   0.00  11.71
 12Z 21 Dec 2017   0.00  15.56
 00Z 22 Dec 2017   0.00  12.63
 12Z 22 Dec 2017   0.00  9.80
 00Z 23 Dec 2017   0.00  5.50
 12Z 23 Dec 2017   0.00  6.33
 00Z 24 Dec 2017   0.00  7.40
 12Z 24 Dec 2017   0.00  4.74
 00Z 25 Dec 2017   0.00  3.07
 12Z 25 Dec 2017   0.00  3.51
 00Z 26 Dec 2017   0.00  5.32
 12Z 26 Dec 2017   0.00  4.06
 00Z 27 Dec 2017   0.00  2.38
 12Z 27 Dec 2017   0.00  2.70
 00Z 28 Dec 2017   0.00  7.80
 12Z 28 Dec 2017   0.00  7.26
 00Z 29 Dec 2017   0.00  4.36
 12Z 29 Dec 2017   0.00  8.70
 00Z 30 Dec 2017   0.00  9.60
 12Z 30 Dec 2017   0.00  8.43
 00Z 31 Dec 2017   0.00  7.94
 12Z 31 Dec 2017   0.00  2.74
